student_id,student_name,email,program,year_of_study,enrollment_date,is_commuter,works_part_time,has_declared_disability,is_international,financial_support,attendance_rate,attendance_slope_4w,vle_logins_last_week,vle_time_hours_last_week,vle_logins_slope_4w,vle_hours_slope_4w,materials_accessed_last_4w,engagement_trend,assignments_submitted_on_time,assignments_submitted_late,last_assessment_grade,previous_semester_gpa,accessed_upcoming_assessment_brief,days_to_nearest_assessment,withdrew,failed_next_assessment,prior_intervention_count,prior_interventions_improved,split,consecutive_missed_max,late_arrivals_total,excused_absences,unexcused_absences,quiz_attempts_count,resource_downloads_count,forum_posts_count,mean_module_grade,module_grade_variance,wellbeing_score,wellbeing_flags,wellbeing_last_checkin,missing_assignments_count
STU0276,Michael Baxter,michael.baxter@student.chester.ac.uk,Data Science,2,2024-09-19,False,True,False,False,Partial,80.13,-3.82,4,2.67,-1.88,0.21,3,Declining,3,0,54,2.88,False,5,False,False,0,0,val,1,4,2,8,3,8,3,52.6,7.4,7,0,2025-03-07,0
STU0277,Beverley Palmer,beverley.palmer@student.chester.ac.uk,Business Analytics,1,2024-10-03,False,False,False,False,Full,64.27,3.55,1,0.0,0.75,-0.6,0,Improving,1,0,45,2.54,False,7,False,False,0,0,train,2,3,1,21,0,5,0,54.1,177.3,9,0,2025-03-10,2
STU0278,Thomas Hewitt,thomas.hewitt@student.chester.ac.uk,Engineering,2,2024-09-25,True,False,False,False,Partial,83.33,-4.08,7,4.34,-0.25,-0.33,10,Declining,4,0,76,3.27,False,11,False,False,0,0,val,1,8,3,5,3,7,1,89.0,44.9,8,0,2025-03-09,0
STU0279,Joel Mitchell,joel.mitchell@student.chester.ac.uk,Data Science,3,2024-09-07,False,True,True,False,Partial,81.55,-10.92,7,0.0,-5.12,-3.93,10,Declining,6,0,71,3.56,True,13,False,False,0,0,train,1,8,2,5,3,6,0,65.9,9.6,8,0,2025-02-20,2
STU0280,Samantha Powell,samantha.powell@student.chester.ac.uk,Computer Science,2,2024-10-11,True,False,False,False,Partial,77.01,0.18,3,2.67,-1.25,0.18,11,Stable,6,0,52,2.48,True,5,False,False,0,0,train,1,4,4,10,5,9,0,57.6,71.8,7,0,2025-03-03,1
STU0281,Janice Roberts,janice.roberts@student.chester.ac.uk,Engineering,3,2024-10-02,False,False,False,False,Self-funded,87.41,5.67,5,5.65,0.75,0.78,10,Improving,6,0,92,3.78,True,17,False,False,0,0,val,1,5,2,8,3,13,2,91.9,96.9,6,0,2025-02-25,0
STU0282,Gerald Jones,gerald.jones@student.chester.ac.uk,Computer Science,3,2024-09-11,False,True,False,True,Self-funded,66.2,-6.44,1,0.0,-1.0,-0.44,3,Declining,0,1,59,2.37,False,20,False,True,1,0,val,2,6,2,16,4,7,0,62.0,102.3,6,0,2025-02-23,6
STU0283,Abdul Williams,abdul.williams@student.chester.ac.uk,Data Science,3,2024-09-16,False,False,False,False,Partial,80.9,9.42,8,1.8,-0.88,-1.53,9,Improving,7,0,71,3.72,False,11,False,False,0,0,val,2,3,3,14,3,13,5,71.2,82.3,6,0,2025-03-04,0
STU0284,Matthew McCarthy,matthew.mccarthy@student.chester.ac.uk,Data Science,1,2024-09-12,False,False,True,False,Self-funded,74.12,0.9,4,1.66,-0.25,-0.2,4,Stable,2,0,73,3.39,False,12,False,False,0,0,train,2,5,3,12,2,7,1,69.6,33.0,8,0,2025-03-06,1
STU0285,Aimee Davies,aimee.davies@student.chester.ac.uk,Computer Science,2,2024-09-19,False,False,False,False,Partial,53.13,11.57,0,0.68,-0.25,-0.42,3,Improving,1,1,32,2.49,False,3,False,True,0,0,test,4,4,4,29,3,5,0,30.3,57.0,5,1,2025-02-25,0
STU0286,Carol Wood,carol.wood@student.chester.ac.uk,Business Analytics,3,2024-10-09,False,True,False,False,Full,80.98,-8.32,11,5.35,-0.25,0.04,13,Declining,5,2,57,3.08,False,16,False,False,0,0,val,1,10,4,4,3,4,1,63.6,35.6,8,1,2025-02-23,0
STU0287,Jade Bell,jade.bell@student.chester.ac.uk,Data Science,1,2024-09-26,False,False,False,False,Self-funded,87.52,2.34,6,1.95,-3.25,-2.31,10,Stable,3,0,74,2.86,False,10,False,False,0,0,test,2,9,0,7,1,6,2,78.6,43.3,7,0,2025-03-13,0
STU0288,Brenda Wilkinson,brenda.wilkinson@student.chester.ac.uk,Computer Science,3,2024-09-03,False,False,False,False,Full,77.51,7.89,3,2.31,0.25,-0.42,7,Improving,2,1,50,2.99,False,17,False,False,0,0,train,2,5,3,12,4,4,1,43.8,17.8,9,0,2025-02-25,2
STU0289,Lisa Wright,lisa.wright@student.chester.ac.uk,Data Science,2,2024-09-24,False,True,True,False,Self-funded,60.88,-4.24,2,0.06,2.12,0.02,0,Declining,1,2,63,2.59,False,18,False,True,0,0,train,2,6,6,15,3,7,2,57.7,47.7,4,1,2025-03-02,2
STU0290,Cheryl Payne,cheryl.payne@student.chester.ac.uk,Engineering,2,2024-10-19,False,True,False,False,Partial,88.27,10.67,12,5.39,2.62,0.62,14,Improving,7,0,87,3.4,True,13,False,False,0,0,test,1,7,5,6,4,5,3,82.0,64.3,6,2,2025-03-16,1
STU0291,Carly Rowe,carly.rowe@student.chester.ac.uk,Business Analytics,2,2024-09-18,True,True,True,False,Partial,77.11,-2.0,8,4.18,-1.5,-1.07,13,Stable,5,0,59,2.91,False,4,False,False,0,0,train,1,4,1,10,5,12,5,57.5,243.2,10,0,2025-03-13,0
STU0292,Bethany Clayton,bethany.clayton@student.chester.ac.uk,Computer Science,1,2024-09-17,False,False,False,False,Self-funded,90.77,9.97,8,5.69,0.88,0.2,14,Improving,6,0,76,3.64,True,10,False,False,0,0,train,1,7,3,7,1,7,0,73.4,10.7,8,0,2025-02-23,1
STU0293,Elliot Lamb,elliot.lamb@student.chester.ac.uk,Engineering,3,2024-10-15,False,False,False,True,Self-funded,73.2,-7.33,1,0.43,-1.88,0.29,9,Declining,4,1,70,3.79,False,14,False,True,1,1,train,2,6,3,9,3,10,1,71.2,259.0,7,0,2025-03-05,0
STU0294,Phillip Murphy,phillip.murphy@student.chester.ac.uk,Data Science,1,2024-09-28,True,True,False,False,Partial,59.57,-0.12,1,0.0,-0.5,-0.2,1,Stable,4,0,45,2.44,False,11,False,True,0,0,train,2,3,5,18,3,5,0,41.9,39.6,9,0,2025-03-03,0
STU0295,Tom Carter,tom.carter@student.chester.ac.uk,Data Science,2,2024-10-13,True,True,False,False,Partial,84.08,-0.1,4,0.13,-2.12,-0.96,10,Stable,6,0,79,3.62,False,18,False,False,0,0,val,1,8,1,8,5,11,2,82.9,17.1,7,0,2025-02-20,0
STU0296,Jessica White,jessica.white@student.chester.ac.uk,Data Science,1,2024-09-18,False,True,False,False,Partial,87.99,-0.42,7,0.93,-4.12,-2.57,16,Stable,5,1,72,2.75,True,17,False,False,1,1,train,1,6,2,7,3,8,1,61.2,28.7,8,0,2025-03-11,0
STU0297,Emily Smith,emily.smith@student.chester.ac.uk,Data Science,1,2024-10-22,False,True,False,False,Full,64.34,-11.04,3,2.31,-1.25,0.1,3,Declining,1,1,62,3.23,False,19,False,True,0,0,val,3,7,2,14,4,4,0,63.2,27.0,8,2,2025-03-09,1
STU0298,Jonathan Jones,jonathan.jones@student.chester.ac.uk,Computer Science,3,2024-09-19,False,True,False,False,Self-funded,69.67,-13.43,6,4.8,-0.12,0.07,5,Declining,4,0,65,3.01,False,13,False,False,0,0,val,1,2,2,11,3,8,0,62.7,19.5,8,0,2025-03-11,0
STU0299,Sheila Barnett,sheila.barnett@student.chester.ac.uk,Computer Science,2,2024-10-26,False,False,False,True,Full,89.81,10.31,11,5.33,2.75,1.41,5,Improving,6,0,89,3.89,True,16,False,False,0,0,val,1,7,3,7,3,10,2,90.3,117.3,10,0,2025-03-07,0
STU0300,Bruce Wilson,bruce.wilson@student.chester.ac.uk,Data Science,2,2024-09-06,False,True,False,False,Full,58.26,3.54,0,0.0,1.0,0.18,1,Improving,2,0,47,2.3,False,14,False,True,0,0,train,4,2,4,24,1,2,2,40.1,178.9,6,1,2025-03-16,3
STU0301,Brian Porter,brian.porter@student.chester.ac.uk,Psychology,1,2024-10-02,False,False,False,True,Partial,72.66,-8.54,1,2.17,-1.25,-1.5,6,Declining,3,0,68,3.32,False,10,False,True,1,0,train,2,3,1,12,3,4,0,72.4,74.9,8,2,2025-03-07,0
STU0302,Naomi Thomas,naomi.thomas@student.chester.ac.uk,Computer Science,2,2024-10-28,True,True,False,True,Self-funded,56.97,10.14,0,0.0,-0.12,0.0,0,Improving,0,2,47,3.04,False,16,True,True,3,2,train,3,6,7,22,0,4,0,44.8,151.4,10,0,2025-03-11,9
STU0303,Robert Wells,robert.wells@student.chester.ac.uk,Computer Science,2,2024-10-03,False,False,False,False,Full,73.73,11.26,4,3.44,2.12,1.7,4,Improving,5,0,25,1.75,False,20,True,False,2,1,test,3,5,5,17,7,6,2,17.3,67.4,10,0,2025-02-22,0
STU0304,Marc Bryant,marc.bryant@student.chester.ac.uk,Psychology,2,2024-10-25,False,False,False,True,Partial,64.73,1.71,0,0.0,0.5,0.56,0,Stable,3,1,52,2.45,False,14,False,False,2,0,val,2,5,7,16,3,6,0,53.2,53.8,6,2,2025-03-19,1
STU0305,Brenda Wyatt,brenda.wyatt@student.chester.ac.uk,Computer Science,1,2024-09-03,False,False,False,False,Self-funded,86.25,3.09,13,6.02,1.5,-1.17,13,Improving,5,0,75,3.26,True,18,False,False,0,0,val,1,9,4,7,2,8,0,72.4,37.3,9,0,2025-02-20,1
STU0306,Malcolm Jones,malcolm.jones@student.chester.ac.uk,Engineering,1,2024-10-08,False,False,False,False,Partial,75.39,2.55,10,6.98,3.75,2.82,6,Stable,6,0,66,2.92,True,10,False,False,1,1,train,2,4,2,13,6,7,0,68.0,35.4,7,0,2025-03-03,2
STU0307,Geoffrey Moore,geoffrey.moore@student.chester.ac.uk,Engineering,3,2024-09-01,False,True,False,False,Full,85.52,-4.74,6,0.3,-4.88,-2.46,10,Declining,4,0,68,2.79,False,10,False,True,0,0,train,1,12,2,5,3,7,0,66.5,18.4,7,2,2025-02-23,0
STU0308,Charlie Hall,charlie.hall@student.chester.ac.uk,Business Analytics,2,2024-09-17,False,False,True,True,Self-funded,68.8,14.15,3,2.56,3.75,1.94,2,Improving,4,0,46,2.49,False,11,False,False,0,0,train,3,7,4,22,1,6,1,47.3,16.1,8,1,2025-03-03,0
STU0309,Douglas Perkins,douglas.perkins@student.chester.ac.uk,Business Analytics,3,2024-09-05,True,False,False,False,Self-funded,56.66,7.73,0,0.3,-0.12,-0.15,1,Improving,1,2,38,2.31,False,18,True,False,1,0,val,5,7,6,22,2,4,1,38.0,120.7,6,1,2025-03-06,3
STU0310,Mohammed Butler,mohammed.butler@student.chester.ac.uk,Data Science,1,2024-09-13,False,True,False,True,Partial,66.55,-3.03,0,0.86,-3.0,-1.14,1,Declining,5,0,44,2.0,False,4,True,True,0,0,train,2,5,3,15,8,6,0,45.3,31.5,8,1,2025-03-14,0
STU0311,Geoffrey Hobbs,geoffrey.hobbs@student.chester.ac.uk,Business Analytics,2,2024-09-16,False,False,False,False,Partial,75.43,2.92,4,2.27,-0.5,-0.31,5,Stable,6,0,57,2.66,True,20,False,False,0,0,test,1,10,2,13,6,6,1,65.1,53.0,7,0,2025-02-28,1
STU0312,Ben Arnold,ben.arnold@student.chester.ac.uk,Engineering,1,2024-10-28,False,True,False,False,Self-funded,63.98,12.23,0,0.37,0.25,0.02,0,Improving,4,0,58,2.76,False,19,False,True,2,0,train,4,6,5,23,1,2,1,49.6,117.3,7,0,2025-03-10,0
STU0313,Raymond Whitehead,raymond.whitehead@student.chester.ac.uk,Psychology,1,2024-10-25,False,False,True,True,Partial,59.93,-12.5,0,0.27,-5.5,-2.05,2,Declining,1,1,30,2.24,False,14,False,True,2,1,train,3,6,7,11,1,6,1,27.1,61.9,5,3,2025-03-07,0
STU0314,Graeme Allen,graeme.allen@student.chester.ac.uk,Computer Science,3,2024-10-05,False,True,False,False,Partial,59.1,-0.19,0,0.0,0.5,0.59,0,Stable,1,0,37,2.54,False,11,False,True,2,2,val,3,4,3,21,3,4,0,39.8,34.2,8,0,2025-03-21,0
STU0315,Nicola Frost,nicola.frost@student.chester.ac.uk,Computer Science,3,2024-10-09,False,False,False,False,Partial,59.14,0.01,3,2.22,0.88,-0.07,1,Stable,1,2,32,2.03,False,3,False,False,0,0,train,3,3,3,22,4,6,2,28.4,140.0,5,0,2025-03-01,2
STU0316,Joe Wallis,joe.wallis@student.chester.ac.uk,Business Analytics,3,2024-10-09,True,False,False,False,Full,70.95,-8.37,5,4.35,-0.25,-0.82,7,Declining,5,0,57,2.91,False,18,False,False,0,0,train,1,6,1,12,5,10,1,63.8,133.5,7,0,2025-03-01,1
STU0317,Hollie Burke,hollie.burke@student.chester.ac.uk,Business Analytics,3,2024-09-23,True,False,False,False,Self-funded,58.67,-9.09,3,0.63,-1.75,-1.29,2,Declining,3,0,49,3.2,False,12,True,True,0,0,train,2,3,6,17,1,3,1,52.6,134.8,5,0,2025-03-19,0
STU0318,Norman Warner,norman.warner@student.chester.ac.uk,Data Science,1,2024-10-14,False,False,False,True,Partial,93.59,-3.95,6,4.4,-1.0,-1.21,17,Declining,8,0,83,4.0,True,19,False,False,1,1,train,1,7,1,1,8,12,1,84.2,9.2,8,1,2025-02-21,0
STU0319,Josh Baker,josh.baker@student.chester.ac.uk,Business Analytics,1,2024-09-12,True,True,False,False,Self-funded,69.91,5.93,5,0.0,0.12,-0.84,6,Improving,5,0,63,3.15,True,8,False,False,0,0,train,2,5,4,18,4,7,3,56.4,35.5,7,0,2025-02-20,1
STU0320,Grace Nelson,grace.nelson@student.chester.ac.uk,Business Analytics,3,2024-09-16,False,False,False,False,Partial,59.45,-3.09,4,3.47,-0.25,1.07,0,Declining,2,1,52,2.73,False,15,True,False,2,0,test,2,2,4,20,3,6,0,53.8,26.0,5,0,2025-03-15,2
STU0321,Anna Gill,anna.gill@student.chester.ac.uk,Business Analytics,1,2024-10-02,False,False,False,False,Partial,59.57,1.49,3,3.44,0.88,0.15,0,Stable,2,0,29,1.64,False,3,False,True,2,2,val,2,3,4,19,2,8,2,29.7,115.1,6,2,2025-03-02,0
STU0322,Denis Kent,denis.kent@student.chester.ac.uk,Psychology,3,2024-10-06,False,True,True,False,Self-funded,90.72,-6.47,5,4.37,-0.12,0.72,10,Declining,8,0,87,4.0,True,13,False,False,0,0,test,1,9,0,3,5,16,0,83.9,41.3,8,1,2025-03-07,1
STU0323,Irene Middleton,irene.middleton@student.chester.ac.uk,Engineering,3,2024-09-26,True,False,False,True,Partial,83.66,13.28,8,3.84,1.12,1.33,13,Improving,4,2,61,2.64,True,7,False,False,0,0,test,3,4,1,14,3,7,1,65.2,84.3,6,2,2025-03-17,0
STU0324,Kathleen Miah,kathleen.miah@student.chester.ac.uk,Computer Science,3,2024-10-17,False,True,False,False,Full,69.78,10.43,0,0.0,0.25,-0.17,0,Improving,2,1,52,2.6,False,13,False,False,0,0,train,3,4,6,17,2,5,3,67.6,36.7,7,0,2025-03-16,1
STU0325,James Baker,james.baker@student.chester.ac.uk,Engineering,1,2024-10-24,True,True,False,False,Partial,93.76,-0.49,14,7.88,2.38,1.1,10,Stable,8,0,87,3.99,True,5,False,False,0,0,train,1,5,0,4,1,10,4,87.0,122.7,10,1,2025-02-25,0
STU0326,Wendy Webb,wendy.webb@student.chester.ac.uk,Computer Science,1,2024-09-05,False,True,False,False,Self-funded,91.29,-4.32,4,1.31,-4.62,-2.47,11,Declining,4,0,90,2.92,True,21,False,False,0,0,train,1,11,0,3,3,2,2,89.8,25.5,5,3,2025-03-16,0
STU0327,Linda Woods,linda.woods@student.chester.ac.uk,Computer Science,1,2024-09-12,False,False,False,True,Self-funded,81.34,9.86,4,1.26,0.88,-0.55,7,Improving,7,0,90,3.31,True,5,False,False,0,0,train,2,1,2,14,7,11,0,95.3,29.3,9,1,2025-02-25,1
STU0328,Kelly Goddard,kelly.goddard@student.chester.ac.uk,Business Analytics,2,2024-10-27,False,False,False,False,Self-funded,84.64,-9.14,9,3.58,1.75,0.77,7,Declining,4,0,68,3.53,False,17,False,False,0,0,test,1,1,2,2,1,12,0,72.8,40.0,7,0,2025-02-27,1
STU0329,Tracy Noble,tracy.noble@student.chester.ac.uk,Computer Science,3,2024-09-28,True,True,False,False,Full,74.32,9.55,9,6.3,6.38,3.95,14,Improving,6,0,58,2.62,False,10,False,False,0,0,train,2,4,3,15,4,8,1,53.5,137.6,5,1,2025-03-05,0
STU0330,Zoe Arnold,zoe.arnold@student.chester.ac.uk,Psychology,2,2024-09-04,False,False,True,False,Full,69.37,1.12,2,3.62,0.25,1.19,0,Stable,2,1,57,2.88,False,16,True,False,0,0,test,1,1,3,16,7,4,3,54.4,152.0,8,1,2025-02-24,1
STU0331,Mathew Richards,mathew.richards@student.chester.ac.uk,Computer Science,2,2024-09-13,False,False,True,True,Self-funded,76.12,-11.74,4,4.23,-2.38,-1.44,12,Declining,3,1,71,3.58,False,16,False,False,1,0,train,1,13,2,6,2,7,0,67.9,64.7,5,1,2025-03-13,1
STU0332,Shannon Russell,shannon.russell@student.chester.ac.uk,Engineering,1,2024-10-21,False,True,True,False,Partial,72.64,5.34,4,1.31,2.25,0.33,6,Improving,3,0,59,2.49,False,21,False,False,0,0,train,2,9,3,15,1,8,2,60.1,69.2,7,1,2025-03-13,1
STU0333,Natalie Williams,natalie.williams@student.chester.ac.uk,Data Science,2,2024-09-14,True,False,False,False,Partial,59.44,10.02,3,0.0,2.5,0.09,1,Improving,1,0,49,2.83,False,5,True,False,3,1,train,3,5,4,24,1,5,2,48.6,69.9,6,2,2025-03-09,2
STU0334,Jenna Phillips,jenna.phillips@student.chester.ac.uk,Engineering,1,2024-09-09,False,False,False,False,Full,77.07,9.91,8,5.26,0.38,0.18,15,Improving,6,0,65,2.61,True,10,False,False,0,0,train,3,4,5,14,8,7,0,68.9,64.5,7,0,2025-03-20,0
STU0335,Duncan Holden,duncan.holden@student.chester.ac.uk,Psychology,1,2024-10-21,False,True,False,False,Full,69.39,-10.84,3,1.19,-1.88,-0.04,5,Declining,6,0,58,3.08,True,13,False,True,2,1,test,2,4,2,12,1,7,0,47.7,187.2,4,1,2025-02-23,0
STU0336,Nicholas White,nicholas.white@student.chester.ac.uk,Business Analytics,2,2024-09-14,False,False,False,False,Self-funded,79.41,5.64,4,1.37,0.75,0.45,8,Improving,5,0,71,3.12,False,8,False,False,0,0,test,3,4,1,12,2,10,0,70.0,63.4,7,0,2025-03-03,0
STU0337,Barbara Smith,barbara.smith@student.chester.ac.uk,Psychology,3,2024-09-23,False,False,False,False,Self-funded,94.3,6.42,8,5.85,-0.38,-0.68,12,Improving,6,0,100,4.0,True,9,False,False,0,0,train,1,12,1,5,4,8,1,93.6,124.2,10,1,2025-02-21,0
STU0338,Gillian Pearce,gillian.pearce@student.chester.ac.uk,Data Science,1,2024-10-25,False,True,False,True,Partial,47.36,-18.11,0,0.0,-1.25,-0.07,0,Declining,2,0,33,2.35,False,12,True,True,0,0,train,2,8,3,20,2,4,1,23.8,24.4,6,0,2025-03-08,3
STU0339,Aimee Lamb,aimee.lamb@student.chester.ac.uk,Business Analytics,3,2024-10-11,False,True,False,True,Full,84.45,7.09,8,3.41,2.25,0.66,17,Improving,4,0,67,2.64,True,12,False,False,0,0,test,1,3,5,7,2,10,3,65.3,17.7,8,2,2025-02-22,0
STU0340,Matthew Hughes,matthew.hughes@student.chester.ac.uk,Data Science,1,2024-10-24,False,True,False,True,Partial,76.25,8.86,4,0.36,3.5,1.35,4,Improving,3,1,78,2.92,True,19,False,False,1,1,train,2,6,1,18,5,7,0,74.5,40.2,6,1,2025-02-26,0
STU0341,Victor Clayton,victor.clayton@student.chester.ac.uk,Psychology,1,2024-09-04,False,True,False,True,Partial,81.94,15.42,7,1.78,3.25,2.13,9,Improving,8,0,56,3.13,True,17,False,False,0,0,train,2,5,5,12,3,9,0,47.2,97.8,9,0,2025-02-27,0
STU0342,Phillip Evans,phillip.evans@student.chester.ac.uk,Business Analytics,1,2024-09-11,False,False,False,False,Full,78.56,-4.62,8,4.99,-0.5,1.07,3,Declining,4,0,60,2.6,False,17,False,True,0,0,train,1,11,2,9,8,7,0,52.7,16.2,8,0,2025-03-03,0
STU0343,Garry Cook,garry.cook@student.chester.ac.uk,Business Analytics,1,2024-10-25,False,True,True,False,Self-funded,71.84,1.84,6,2.74,0.0,-0.15,9,Stable,5,1,51,3.07,False,18,False,False,0,0,train,2,4,4,14,2,8,0,58.7,141.6,4,1,2025-03-20,0
STU0344,Jodie Harrison,jodie.harrison@student.chester.ac.uk,Data Science,3,2024-09-05,False,False,False,False,Full,75.02,-4.66,5,4.53,-0.5,-0.39,5,Declining,1,1,71,2.51,False,14,False,True,1,0,train,2,8,3,11,4,9,2,73.8,67.7,6,1,2025-03-04,2
STU0345,Martyn Humphreys,martyn.humphreys@student.chester.ac.uk,Data Science,3,2024-09-21,True,True,False,False,Self-funded,60.36,1.99,0,0.0,-0.88,-0.17,4,Stable,4,0,49,2.86,True,20,False,True,3,1,train,2,4,5,18,2,3,0,44.3,93.1,5,1,2025-02-25,2
STU0346,Georgia Wells,georgia.wells@student.chester.ac.uk,Computer Science,1,2024-09-01,False,False,False,False,Partial,78.06,10.29,6,5.07,1.0,1.66,3,Improving,2,0,58,2.77,False,20,False,False,0,0,train,2,7,3,14,4,9,1,53.4,138.6,6,0,2025-03-16,4
STU0347,Graham Smith,graham.smith@student.chester.ac.uk,Psychology,1,2024-10-14,False,False,False,False,Partial,72.56,17.14,6,3.93,4.25,1.94,4,Improving,4,1,56,2.89,False,16,False,False,0,0,val,2,5,3,20,6,12,1,54.3,5.9,8,1,2025-03-05,0
STU0348,Jane Jones,jane.jones@student.chester.ac.uk,Business Analytics,3,2024-09-04,False,False,False,True,Full,75.86,2.54,3,1.79,2.62,2.08,8,Stable,4,0,61,3.23,False,18,False,False,1,0,train,2,6,1,15,5,5,2,61.2,45.3,8,2,2025-03-17,1
STU0349,Cameron Marshall,cameron.marshall@student.chester.ac.uk,Business Analytics,1,2024-10-13,True,False,False,False,Self-funded,62.75,-7.31,1,0.85,-2.0,-2.02,6,Declining,4,0,65,3.75,False,18,True,False,0,0,train,2,2,1,19,5,4,1,65.5,519.4,3,0,2025-03-11,0
STU0350,Leah Ellis,leah.ellis@student.chester.ac.uk,Business Analytics,3,2024-10-02,False,False,False,False,Full,64.24,-5.04,5,4.11,2.62,1.19,7,Declining,1,0,75,4.0,False,16,False,False,1,0,train,2,5,9,11,2,5,0,71.6,55.2,4,0,2025-03-04,0
STU0351,Lucy James,lucy.james@student.chester.ac.uk,Engineering,2,2024-09-04,False,False,False,False,Self-funded,60.18,-1.98,1,2.69,-1.25,-0.09,1,Stable,2,1,28,1.97,False,11,False,False,1,1,train,2,9,2,22,3,6,6,40.4,156.5,8,1,2025-02-22,1
STU0352,Colin Harris,colin.harris@student.chester.ac.uk,Computer Science,3,2024-09-19,False,False,False,True,Partial,81.56,-0.6,4,1.27,-1.5,-0.13,7,Stable,7,0,73,3.35,False,16,False,False,0,0,val,1,6,3,8,2,4,1,69.3,87.3,6,1,2025-02-26,0
STU0353,Carol Marshall,carol.marshall@student.chester.ac.uk,Computer Science,3,2024-09-24,False,False,False,False,Full,78.01,-10.19,5,3.1,-1.0,-0.61,8,Declining,2,0,89,3.18,False,21,False,False,0,0,test,1,6,4,5,7,8,0,81.8,74.8,10,0,2025-03-03,0
STU0354,Stewart Adams,stewart.adams@student.chester.ac.uk,Psychology,2,2024-10-06,False,False,False,False,Full,92.57,-3.12,8,5.07,-0.62,-0.04,23,Declining,8,0,89,4.0,True,20,False,False,0,0,train,1,4,0,3,2,13,2,92.5,24.8,7,2,2025-03-08,0
STU0355,Laura Jones,laura.jones@student.chester.ac.uk,Computer Science,3,2024-10-28,False,True,False,False,Partial,99.66,-0.12,13,3.63,-1.38,-2.19,17,Stable,8,0,95,4.0,True,20,False,False,0,0,train,0,8,0,0,3,8,2,99.7,0.2,7,0,2025-02-27,2
STU0356,Melanie Ward,melanie.ward@student.chester.ac.uk,Psychology,2,2024-09-16,False,False,False,False,Partial,64.33,-4.55,1,4.62,-1.75,0.26,0,Declining,1,0,33,1.96,False,15,False,False,0,0,train,2,4,3,16,4,9,0,31.7,159.2,5,2,2025-03-09,1
STU0357,Georgina Butcher,georgina.butcher@student.chester.ac.uk,Engineering,3,2024-09-05,False,False,False,True,Self-funded,88.24,1.68,5,3.39,-1.75,-0.42,11,Stable,7,0,80,3.54,True,17,False,False,0,0,val,1,5,0,9,2,9,1,77.6,147.2,6,1,2025-02-22,3
STU0358,Rita Price,rita.price@student.chester.ac.uk,Data Science,3,2024-09-03,True,True,False,False,Full,84.31,10.28,8,2.51,2.62,1.78,16,Improving,5,0,86,4.0,False,8,False,False,0,0,train,2,7,0,14,9,7,2,83.4,50.3,7,1,2025-03-15,0
STU0359,Stewart Smith,stewart.smith@student.chester.ac.uk,Engineering,1,2024-09-01,False,False,False,False,Partial,67.89,-0.51,6,4.78,-0.38,0.58,4,Stable,3,0,49,3.47,True,19,False,False,0,0,train,2,4,4,15,3,4,2,46.9,40.0,7,0,2025-02-26,2
STU0360,Trevor Atkinson,trevor.atkinson@student.chester.ac.uk,Business Analytics,2,2024-10-23,False,False,False,False,Self-funded,92.94,-3.8,13,8.07,0.75,1.19,14,Declining,3,2,77,3.25,False,9,False,False,0,0,train,1,5,0,1,5,11,1,72.7,183.7,7,1,2025-03-03,2
STU0361,Guy Baldwin,guy.baldwin@student.chester.ac.uk,Data Science,3,2024-10-10,False,False,False,False,Self-funded,73.71,-11.28,1,0.58,-3.62,-1.6,8,Declining,1,0,71,2.97,False,5,False,False,0,0,train,2,3,1,12,3,6,1,67.6,27.7,4,0,2025-02-28,1
STU0362,Paula Watson,paula.watson@student.chester.ac.uk,Data Science,3,2024-10-25,False,False,False,False,Full,66.24,2.15,0,0.36,-0.38,-1.29,2,Stable,5,0,52,2.63,False,13,True,False,1,1,train,3,8,5,17,2,2,3,55.3,48.5,10,0,2025-03-10,0
STU0363,Hollie Gallagher,hollie.gallagher@student.chester.ac.uk,Psychology,2,2024-10-04,False,False,True,False,Self-funded,69.5,-9.8,3,2.11,-5.25,-3.82,7,Declining,2,1,67,3.04,False,6,False,False,0,0,train,2,3,1,14,6,2,3,77.3,18.9,7,1,2025-03-04,0
STU0364,Robin Hicks,robin.hicks@student.chester.ac.uk,Computer Science,1,2024-09-02,True,False,False,False,Self-funded,84.05,4.65,4,1.73,-1.5,-2.18,9,Improving,4,0,74,3.9,False,5,False,False,1,0,train,1,4,1,10,6,7,1,74.8,5.4,9,2,2025-03-07,0
STU0365,Martyn Wood,martyn.wood@student.chester.ac.uk,Data Science,1,2024-09-06,True,True,False,False,Full,76.14,13.28,3,0.0,2.88,-0.24,4,Improving,1,0,65,3.19,True,13,False,False,0,0,val,2,7,4,15,3,8,1,59.2,113.2,10,2,2025-03-02,1
STU0366,Judith Anderson,judith.anderson@student.chester.ac.uk,Psychology,1,2024-10-04,False,True,False,False,Full,53.7,10.79,0,0.0,0.0,0.53,1,Improving,3,1,56,2.48,False,20,False,True,2,2,val,5,4,6,27,1,4,1,60.5,53.4,7,1,2025-03-01,0
STU0367,Oliver Lee,oliver.lee@student.chester.ac.uk,Business Analytics,3,2024-10-12,False,True,False,True,Partial,94.83,5.33,9,6.18,0.25,1.06,13,Improving,7,0,81,3.78,True,7,False,False,0,0,test,1,4,0,4,5,9,1,80.2,22.6,4,0,2025-03-09,0
